Advertising_Spend,Store_Size,Training_Hours,Customer_Satisfaction,Monthly_Sales
53973.713224089865,2607.336208104485,12.027861706028165,84.54193169987211,606252.9702547333
48893.885590630525,2668.23535791047,17.003124885231134,74.46700805493424,568236.7235250928
55181.50830480554,2824.9153729525833,20.026218498590914,85.21763552063396,625437.5848923854
62184.23885126421,2816.140615610471,20.23490296882371,88.13382715282971,643800.713945637
48126.77300221331,2086.6991896128725,17.74967264260378,82.4806094193422,562846.6892949648
48126.904344406554,2218.6524880254633,23.114249661737492,91.2607748753484,598350.9932642425
62633.70252405913,2654.5105801625978,14.661897853087028,75.35726480537856,607163.4159403784
56139.47783322327,2654.135785273663,19.288102574893532,72.5320717801315,586015.7823284676
46244.204912520385,2654.5143058918143,20.601478158559495,69.32767850657433,573952.1991725793
54340.48034868772,3655.819447196416,22.572194170293745,88.9762658689351,659515.6401555669
46292.6584575003,2671.2671532079503,23.55807439044445,83.92619393812434,597755.7763971287
46274.16197143795,2840.66969205418,14.376789540810654,79.66649197453727,576059.3855454616
51935.698172528275,2786.2005290479606,12.329429146321889,81.67981175791893,607645.6037675774
34693.758042737616,2695.4173753917394,26.388384109492545,73.24706571620975,555159.2738603774
36200.65733989574,2405.4192266078962,21.661570059897958,94.67451187770095,594311.6100474999
45501.69976607222,2727.6907661479804,16.25756731721723,80.77532709185137,564975.617103794
41897.35103732461,2268.1524356387285,27.755759877612615,80.65636876762936,575544.3567460405
52513.97866076219,2428.9544179779973,20.578373171464293,84.35459974339216,609960.6224713582
42735.807395830314,2354.390935651269,25.896485920319133,82.88605539042028,580800.9923238799
38701.57038931767,2524.562241815897,20.337592407050543,81.3433041456748,573954.1548497591
61725.19015137243,3194.397570002053,30.303739624409936,75.25715326732814,647028.4621895693
48193.789596107716,1939.8204422224755,28.77670421221602,82.82881014281597,596192.2159772081
50540.22563750339,2705.878057112354,18.75517925760463,91.2921469788502,642176.713631604
38602.01451029234,2016.1852386431046,24.85785475477178,88.07252027692986,562027.7433848934
45644.93820379854,2358.42044026317,23.226879747925736,89.55911975983638,592832.5849239217
50887.38071767893,2826.6851790902097,26.843157787661745,76.93270594141289,622389.3408178822
40792.051380621575,2519.284005728639,15.175382697099478,74.06237107844852,558800.1153653724
53005.58414676537,2176.676566621208,23.430257299992196,79.24527847940212,580866.4985548998
45194.89048064956,2285.4088872220095,25.29212243424794,80.33434947373216,572463.1027434027
47666.450001653786,2703.8793246804025,11.206302567884428,86.56514911082569,585118.124568754
45186.34710216482,2280.890010484859,14.083707436671125,69.84521222171108,519767.1033382361
64818.2254760715,2564.9375768745927,9.803839111199498,89.17730191676368,619293.5219173597
49892.02220209653,2513.6715519711443,18.652965827777212,79.05195260852607,572725.1441453227
41538.3125683528,2304.5198957182547,23.58771127897981,77.43871358031548,551171.6517774287
56580.35929682551,3143.183226797598,27.51178526048014,73.927373748439,628992.81415553
40233.25080023182,2690.1757066954033,20.370473902098876,70.07085996880538,551355.0475489107
51670.908760038044,1892.4572240027178,28.143077727856458,84.9390235037715,607903.9574067835
34322.63900896179,2555.936294430828,13.099492708925542,80.43990780313042,528607.3929352027
39374.51160881256,2301.4640605694835,11.483087803224226,72.26023460155368,529980.1395987982
51574.88988695299,2755.730000438867,19.722261505516904,72.2295273676183,581431.5672113728
55907.73263996329,2262.2437784701897,21.920327244696537,77.98529180425923,590788.6766520155
51370.946249519766,2465.57906755993,19.836526259529535,90.01412915173636,617535.5546488358
49074.813740894075,2651.496183694137,9.662789499800617,78.44245189181837,557486.0767460191
47591.17043528569,2759.7265582510363,19.55439980243606,70.98114228129137,574547.5185433221
38171.82407706058,2139.9110778832674,13.477652497475734,78.52554161548433,529706.4914396345
44241.24633284233,2399.6496292477154,23.348362744150194,78.36365858151397,575940.7154608971
46314.8898323217,2357.516406651713,21.83299123048424,63.81868014235057,542680.0478139938
58456.977809751326,2304.0012302278865,15.300601068363225,79.67423080089313,615679.8848176213
52748.94631654769,3029.636272084329,17.430665413316532,78.61439281874793,601007.2787774444
35895.678757098125,2621.4945132882867,14.703932390555241,84.17723818888051,550946.0101927951
52592.67175515836,2121.7348136994865,19.68660451363414,91.09373656967207,595961.7752494477
46919.34175666947,2775.3585841164327,24.775711602506192,86.75939017728655,608224.86583927
44584.62399755233,3136.64685910379,15.071369768322281,78.38666785667101,580132.6979526235
54893.41031072694,2809.739578165344,22.520232577589223,73.36084454754997,613443.5508587771
58247.99617996761,2044.1890102137959,17.348711908137794,95.44015881949916,632788.6241759156
57450.24095292959,2354.7297781401244,16.03563583868828,80.35531060408692,587753.1584090643
43286.259814218894,2880.073344755987,19.464848200227213,80.08357575147768,576315.6210084043
47526.300993190285,2287.6991603143656,14.823788387903129,79.85524947733998,567402.2424077879
52650.10745122851,2633.1458284438686,17.23175347326409,81.18850856460713,591060.7464170273
57804.36101697887,2732.390216028801,14.010610537055758,79.13383752845634,609449.3708904587
46166.60609723768,2221.920858526575,29.823625664581947,76.55802795871858,578432.7674980985
48514.72818668946,2482.14239318146,20.176317759858645,76.71884635255765,560513.9089873821
41149.32020795177,1527.6197979792782,16.50137246003707,79.80348037870401,534723.2717135667
40430.347007354634,2192.683707599713,21.06989955367111,76.73945137319741,563494.6047709726
56500.206579153586,2424.229554582052,19.43835975154585,75.72292530393702,583671.2949477662
60849.92022856658,2125.665045410545,18.895152002333884,80.63858136615139,594690.5393982123
49423.919027357326,2989.7233911794906,23.070833500217127,78.47013669547486,610169.1881532575
58028.263183136194,2070.9575866118103,23.787538550236526,89.02395793149613,619923.8061619003
52893.08820038107,2367.986653990905,17.34749426194736,64.09418114964193,555770.3175880347
44839.041963159005,2539.2221731858276,17.1209087967766,86.54904111153478,604994.0635025685
52891.16484406731,2932.3819867198345,18.62474151424178,87.47651115498577,623726.578570625
62304.292531727755,2069.241354646168,8.490394176322075,67.5596586055511,544461.3715193738
49713.39168712039,2848.949125646488,12.42404468900724,77.94387443551791,568288.0561618678
62517.149246512054,2503.069918305876,26.834371337222624,77.77135480402525,618505.2184249524
29042.039167282044,2205.5474046856148,28.224838567506417,71.55492983169307,518721.27942812804
56575.22003500179,2638.631042278981,18.75481980221811,75.33309987445475,614420.3657816347
50696.37654590537,2559.717908672041,22.882784815278832,73.33654492720503,576482.9562286362
47607.94119627306,2319.9349368523617,21.556250772717682,90.51362266054174,601986.3512252498
50734.08621228402,2520.940625497006,35.39440404227619,85.61407035888476,629569.4936555063
34099.44868319286,2384.405920941472,25.597874557172883,87.62933056996495,581369.4927369559
48242.6248972999,2534.0552035753744,19.360412042596167,84.33003238425941,617612.9075670447
52856.900572093975,2698.639202356314,15.222297796997871,73.22568937269662,573275.784449813
61823.15235793213,2975.8050448436056,11.967768398712138,76.85287840232135,609314.0038661811
45853.83825381082,2128.6553503519453,21.017318179336115,82.93624736736751,580513.3353503091
43532.0511768545,3139.91001239688,16.218246273578483,72.66723314664833,580306.1995493423
45985.94365132371,1914.3736601432495,12.88873145201163,84.27799058103433,568618.1746832961
57323.21694161659,2454.464471489325,16.767135578787368,78.5580476110512,600334.4518530039
52630.008877277476,2676.495161945373,14.592259981928025,77.75107515470242,582360.3410709538
45761.91836986369,2584.29756032051,28.435708175362823,84.26575980922095,610252.1929403419
54106.139464906846,2313.1901440538218,24.408198784747253,82.66557986891624,614679.0237544099
50776.620394784324,2437.5633248928175,19.960136793416915,77.83420300508553,589812.3986339858
57749.15992426311,2352.09971960235,27.39972069445013,86.95597882018549,634152.2795602431
44383.57524898118,2323.1905729167365,20.38684153823809,73.51362003440062,562979.5867795238
47378.70282721786,2754.8806291063074,15.693578993358681,83.69561364166559,602713.7303364635
46863.13477494274,2607.104645789514,27.615620386348287,83.5586075478103,618800.6659799223
38291.88041494305,2292.1271214218036,22.694550218423295,78.14272136411606,556666.0621643435
52368.96221651661,2769.879962629975,14.813769228367718,81.95679813345271,597016.1637479798
52088.442177439116,2592.1898562629826,19.04830660958196,72.49331854168818,579148.0892474118
50040.907653139686,2743.858635651688,15.621908733076214,85.5441621152414,613238.2965970685
48123.30293299883,2688.8886525770836,13.08600134517832,78.89058718134207,566808.5409459816
38677.034063596686,2251.3014967233785,24.630887737658206,76.86366187688576,553867.0321735893
46634.83741787713,2331.945687940909,29.547083202350652,86.29405535502133,598963.2044843336
47258.283867785845,2724.1880815369786,13.007162130904295,75.77393785674344,567516.2362807553
43581.78184622705,2683.1110796300395,22.814846183452854,71.54923222181864,577538.4504450584
48709.71430667193,2493.7295218107556,16.746787154390866,70.66022495885657,559031.1691066971
53232.40685451631,2535.198214992635,17.56437308117652,83.63605970807384,600568.5141214379
65089.487209684245,2883.2994687365276,17.038030378805654,72.31742388502231,604223.9225927718
51396.62250265471,2322.528583349251,15.68004615160092,90.5287650919062,606242.6015259543
52060.40312578211,2664.1292143510113,20.242608139724133,67.50842355269766,578126.2446673448
49404.43267387066,2439.3422042698317,15.84524941794481,90.17873820974023,619631.9901022537
34649.83027760767,2434.6956390318337,21.352284128899193,81.26610480321571,548154.1609048556
49787.88899640626,2829.633055596157,19.748809452754315,79.41972132877764,600117.7919297699
50481.84167952821,2747.624904696409,18.80525976566795,76.7304854791463,591259.9728561086
69705.93689988229,2744.0528908001916,15.462181689792011,82.39481668611242,658902.014430421
48461.11228175102,2891.6436421462986,17.116143347158335,79.77419178545091,592177.8510192371
52412.3787386689,2506.301152489828,23.77695612912878,86.61981129209913,617435.3140790187
49722.30584235805,2704.585891388489,22.504585938121902,80.68536589197224,606584.2250095585
40650.575699043744,2406.9199730219634,15.112223776007244,80.90181056877127,554955.3154481613
59142.582516120165,2597.2499057465325,20.49666152714613,77.81832672671686,605376.4259222965
56015.46426149419,2460.9570836896946,23.756935616858947,79.6583262576736,608428.6458075345
56328.255576344374,2529.0987894978152,11.652973594393142,81.84681061335236,603759.243838654
42724.90036164209,2678.547107631074,22.716800961899676,69.73898964406024,548005.0011635895
61222.354487488796,2254.533795029958,16.686881205270765,71.91088746736573,582807.273359081
38785.191497661755,3127.716182705638,22.852993342965796,84.45958456413629,592016.8919614265
54694.85675040216,2198.1947855500894,16.183704217287417,81.02519262876766,594001.4909616635
67523.64500647983,2135.74341616368,10.975589496677404,78.89609998188392,582334.4611690729
42075.709398954496,2847.4332620500204,11.862287810584187,80.11060359839236,561092.8314821859
45469.61816317782,2737.498808188881,20.24042473330691,82.08549023217003,593966.9595168715
50797.21092070113,2687.2359451156467,21.29861250860741,76.76144191814383,607350.3801341319
45972.1947670704,2688.503652779284,15.478416874477958,75.33017164758613,565400.6584168673
37594.69255147094,2496.325968145926,23.19296229388687,81.1750715305861,558620.2643338683
50548.50379844822,2230.8236885542506,11.6923996886552,74.12976333430981,568547.5765077575
41501.57029019116,2522.741367458118,19.66960100676342,82.44951653428683,556977.6596072454
53788.73944508145,2296.8514865463667,13.944919001187717,69.78449837457296,532984.5991345559
42644.606126129576,2792.535920025325,16.740819460989204,86.17493382395386,592431.4260593494
62399.47524014032,2455.8827855493582,20.23699335658207,82.83558489447826,617878.332088499
43733.973661310105,2252.3508409622464,15.697933173580239,81.53617840588325,546852.5118258456
47423.507870354595,2403.5842475041018,18.077222278850872,85.89614590367309,593296.2251390564
56508.13773895736,2623.8794362826875,25.0314640460722,89.99284666677546,641704.4268862489
40153.085468528356,2330.8826341588074,17.115540652384254,86.08622039010878,558174.8907628369
51819.67947683304,2253.3338813300707,24.17846056032571,68.95475461201013,552101.199113585
60457.14203425942,2573.1061634475736,14.35146572671191,72.3225381995858,597733.897253523
37140.13412351018,2573.4899713326167,22.649020889576413,76.25108853382592,560812.5783173214
51477.07086825844,2347.917047388661,27.207843103289502,80.156546301265,596936.1198771028
52079.062353987385,2358.688508314503,7.6417774993635526,83.10595412281474,589599.8647470721
56254.58297421849,2569.614981207291,16.015523722647615,75.6455371210792,577968.3333877162
40104.394312975346,2065.5746975508027,22.8853606359027,81.12060058686247,537287.6924109454
39436.34709532579,2077.7608676870336,18.984773069785035,75.46770240588006,524983.7585655325
